Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4660172053,H69JRG,NJ,PAS,2019-07-25T00:00:00.000,36,4 DR,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0755P,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,WT,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8708519973,64694JW,NY,COM,2019-10-22T00:00:00.000,46,VAN,FORD,T,31190,37410,37430,20210228.0,0033,33,33,356491,T103,II,1046A,,NY,F,1464,St Nicholas Ave,,0,408,F1,,YYYYYYY,,,WH,,2006,,0,02,,,,
8615633149,65111MB,NY,COM,2019-07-12T00:00:00.000,37,VAN,GMC,T,27590,31490,19890,20210331.0,0007,7,7,368486,T101,D,0414P,0355P,NY,F,185,Orchard St,,20190712,408,I3,, YYYYYY,0900A,0700P,WHITE,,2013,,0,63,,,,
8766560342,JGL6508,NY,PAS,2019-09-06T00:00:00.000,71,SUBN,JEEP,T,13610,35990,36010,20210219.0,0026,26,26,361906,T103,K,1027A,,NY,F,2871,Broadway,,0,408,J6,,YYYYYYY,,,BK,,2002,,0,17,,,,
8723187104,JKB8213,NY,PAS,2019-09-11T00:00:00.000,20,4DSD,MITSU,T,0,0,0,20210601.0,0052,52,52,365910,T201,D,0938A,,BX,I,E,Wayne Ave,20ft S/of E Gun Hill,0,408,C,, YYYYY,0700A,0500P,WH,,2019,,0,23,,,,
4659925330,GPD6351,NY,PAS,2019-07-22T00:00:00.000,36,SUBN,CADIL,V,0,0,0,0E-8,,0,0,0,,,1121A,,QN,,,NB UTOPIA PKWY @ 17T,H AVE,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4660462900,GYV8652,NY,PAS,2019-07-29T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0E-8,,0,0,0,,,0431P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5107946320,JGB5100,NY,OMS,2019-08-21T00:00:00.000,7,4DSD,KIA,V,0,0,0,0E-8,,0,0,0,,,1235P,,QN,,,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,0,1111,D,T,,,,BK,,2019,,0,,FAILURE TO STOP AT RED LIGHT,,,
4661119538,TPS8938,NC,PAS,2019-07-30T00:00:00.000,36,4S,HONDA,V,0,0,0,0E-8,,0,0,0,,,0722P,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8553069424,HKL1516,NY,PAS,2019-09-04T00:00:00.000,38,SUBN,CHRYS,T,28790,19090,7440,20201124.0,115,115,115,370307,T401,N,0347P,,Q,F,98-15,Astoria Blvd,,0,408,I3,, YYYYYY,0900A,0700P,RD,,2002,,0,K-PM,,,,
4659440035,GDK7293,NY,PAS,2019-07-17T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0932A,,QN,,,EB UNION TPKE @ KENT, ST,0,1180,B,T,,,,GY,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8775002735,EHZ4785,NY,PAS,2019-08-27T00:00:00.000,74,SUBN,GMC,T,22870,24390,24490,20200604.0,105,105,105,367886,T402,P,0230P,,Q,O,166-44,144th Ave,,0,408,J3,,YYYYYYY,,,WH,,2010,,0,P,,,,
8759453930,94657MC,NY,COM,2019-09-17T00:00:00.000,38,DELV,,T,59990,15190,15390,20201031.0,112,112,112,368639,T402,H,1250P,,Q,F,110-48,Queens Blvd,,0,408,I4,, YYYYYY,0900A,0700P,WH,,2012,,0,08,,,,
8647797796,66239JW,NY,COM,2019-06-26T00:00:00.000,46,VAN,FRUEH,T,27750,10020,58020,88880088.0,0052,52,52,368606,T201,P,0338P,,BX,O,294,E 204th St,,0,408,I4,,YYYYYYY,,,BROWN,,2007,,0,31,,,,
8741993512,HMT5330,NY,PAS,2019-07-15T00:00:00.000,21,4DSD,HONDA,T,46490,12590,46190,20201225.0,104,104,104,361883,T402,D,1134A,,Q,F,6065,Gates Ave,,0,408,D1,, Y,1100A,1230A,BK,,2017,,0,B,,,,
4011698090,6P75H,NY,OMT,2019-07-17T00:00:00.000,5,TAXI,NISSA,V,0,0,0,0E-8,,0,0,0,,,0944P,,MN,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,YW,,2016,,0,,BUS LANE VIOLATION,,,
8780253179,HUU6519,NY,PAS,2019-09-13T00:00:00.000,38,SUBN,HYUND,T,77030,0,0,20210831.0,0061,61,61,365355,T802,B,0925P,,K,I,S,Shore Pky,60ft W/of Ocean Ave,0,408,I4,, YYYYYY,0900A,1000P,WH,,2017,,0,B,,,,
8759567594,GBE5001,NY,PAS,2019-08-29T00:00:00.000,20,4DSD,HONDA,T,65930,95030,19530,20200913.0,0094,94,94,362231,T301,I,0513P,,K,F,111A,N 3rd St,,0,408,C,, YYYYY,0700A,0600P,BK,,2009,,0,M,,,,
1454220867,GMJ8821,NY,PAS,2019-06-16T00:00:00.000,98,SDN,HONDA,P,35730,14330,14380,20200428.0,0070,70,70,950091,0070,0000,0120P,,K,F,1661,E 21 ST,,0,408,C,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
4663446840,GUZ693,IA,PAS,2019-08-21T00:00:00.000,36,UT,CHEVR,V,0,0,0,0E-8,,0,0,0,,,1111A,,BK,,,EB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,SIL,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8706649130,75912MM,NY,COM,2019-09-07T00:00:00.000,71,TRAC,VOLVO,T,10210,17370,17390,20200531.0,0013,13,13,367320,T102,G,0725A,,NY,F,237,3rd Ave,,0,408,L2,,YYYYYYY,,,GR,,2019,,0,21,,,,
8629483593,1Y52H,NY,OMT,2019-08-27T00:00:00.000,21,TAXI,TOYOT,T,18840,8590,8790,20200228.0,115,115,115,366486,T401,D,0836A,,Q,F,3561,95th St,,0,408,J6,,  Y,0830A,1000A,YW,,2015,,0,16-A,,,,
4666958794,HLX5979,NY,PAS,2019-09-24T00:00:00.000,36,SUBN,FORD,V,0,0,0,0E-8,,0,0,0,,,0152P,,BX,,,EB E 233RD ST @ KATO,NAH AVE,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8767105063,GZK2750,NY,PAS,2019-08-21T00:00:00.000,38,SUBN,SUBAR,T,29320,10020,73520,20210806.0,0052,52,52,363955,T201,B,0841A,,BX,O,159,E Gun Hill Rd,,0,408,D,, YYYYYY,0830A,0700P,GY,,2015,,0,05,,,,
8765016040,64K650,MA,PAS,2019-09-28T00:00:00.000,40,4DSD,VOLKS,T,64830,56230,59030,20201088.0,0077,77,77,345440,T301,A,0617A,,K,F,861,New York Ave,,0,408,E2,,YYYYYYY,,,WHITE,,0,,7,G,,,,
8741265038,M99GAT,NJ,PAS,2019-06-27T00:00:00.000,38,4DSD,LEXUS,T,12220,70720,14620,88880088.0,0052,52,52,366507,T201,L,0103P,,BX,F,250,Bedford Park Blvd,,0,408,A1,, YYYYY,0800A,1000P,RED,,0,,0,44,,,,
8743018968,HXX1769,NY,PAS,2019-09-03T00:00:00.000,38,4DSD,FORD,T,31830,5430,5580,20200227.0,0084,84,84,355074,T301,A,1255P,,K,F,374,Dean St,,0,408,I4,, YYYYYY,0800A,0700P,MR,,2017,,0,19,,,,
8781275122,XFMD31,NJ,PAS,2019-10-11T00:00:00.000,14,VAN,FORD,T,14330,0,0,88880088.0,0062,62,62,354144,T802,A,0210A,,K,I,S,Avenue O,10ft W/of W 7th St,0,408,C,,YYYYYYY,,,WHITE,,0,,0,CC4,,,,
8700452488,JEM6753,NY,PAS,2019-10-22T00:00:00.000,38,SUBN,TOYOT,T,24890,18610,18630,20201104.0,0023,23,23,370274,T103,Q,0420P,0335P,NY,F,1202,Lexington Ave,,0,408,I3,, YYYYY,1000A,0700P,GY,,2015,,0,18,,,,
4658381096,DLH2481,NY,PAS,2019-07-12T00:00:00.000,36,SUBN,GMC,V,0,0,0,0E-8,,0,0,0,,,0749P,,QN,,,NB VAN DAM ST @ 48TH, AVE,0,1180,B,T,,,,RD,,2002,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8719637093,FTG4616,NY,PAS,2019-09-07T00:00:00.000,71,SUBN,CADIL,T,72930,23230,23930,20191204.0,0083,83,83,367405,T301,F,1207P,,K,O,1093,Putnam Ave,,0,408,J6,,YYYYYYY,,,BK,,2007,,0,11,,,,
4668192697,T617198C,NY,OMT,2019-10-09T00:00:00.000,36,SUBN,FORD,V,0,0,0,0E-8,,0,0,0,,,0641A,,BK,,,SB NOSTRAND AVE @ TI,LDEN AVE,0,1180,B,T,,,,RD,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4658274784,GWK1861,NY,PAS,2019-07-12T00:00:00.000,36,2DSD,NISSA,V,0,0,0,0E-8,,0,0,0,,,0238P,,QN,,,SB SPRINGFIELD BLVD,@ HOLLIS AVE,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8582610701,DLD4501,NY,PAS,2019-07-27T00:00:00.000,20,4DSD,TOYOT,T,0,0,0,20191003.0,0044,44,44,331517,T720,A,0934A,,BX,I,E,Woodycrest Ave,40ft S/of W 167th St,0,408,C,, YYYYYY,0800A,0600P,BL,,2006,,0,A,,,,
4658589370,HYB4324,NY,PAS,2019-07-15T00:00:00.000,36,SUBN,CADIL,V,0,0,0,0E-8,,0,0,0,,,0650P,,BK,,,NB KINGS HWY @ E 94T,H ST,0,1180,B,T,,,,WH,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8721795150,JJZ9304,NY,PAS,2019-10-04T00:00:00.000,19,4DSD,,T,56530,42900,51030,20210922.0,0084,84,84,362524,T802,A,0854P,,K,F,204,Livingston St,,0,408,K2,,YYYYYYY,,,WH,,2019,,0,CC2,,,,
8624536893,JGN4286,NY,PAS,2019-09-16T00:00:00.000,70,4DSD,BMW,T,19450,24890,10210,20190905.0,0025,25,25,354188,T103,I,1004A,,NY,F,149,E 125th St,,0,408,I4,,YYYYYYY,,,GY,,2017,,0,10,,,,
4663129122,AGE4976,NY,PAS,2019-08-16T00:00:00.000,36,4DSD,KIA,V,0,0,0,0E-8,,0,0,0,,,0320P,,BX,,,EB E GUN HILL RD @ T,IEMANN AVE,0,1180,B,T,,,,BL,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8750668821,T671737C,NY,OMT,2019-08-13T00:00:00.000,71,4DSD,TOYOT,T,36510,0,0,20200331.0,0032,32,32,368607,T103,S,0157P,,NY,I,N,W 137th St,35ft E/of Adam Clayt,0,408,I3,,YYYYYYY,,,BK,,2014,,0,41,,,,
8724918672,84318MA,NY,COM,2019-08-07T00:00:00.000,31,VAN,DODGE,T,34250,10410,10510,88880088.0,0013,13,13,368929,T102,G,0923A,,NY,F,77,W 24th St,,0,408,I3,, YYYYY,0800A,0700P,WHITE,,2013,,0,10,,,,
8704228601,41382MC,NY,COM,2019-07-16T00:00:00.000,20,VAN,FORD,T,36350,15910,11710,88880088.0,0026,26,26,355567,T103,Y,0253P,,NY,F,485,W 129th St,,0,408,D,, YYYYY,0800A,0600P,WHITE,,2011,,0,CC1,,,,
4667678290,HWT3660,NY,PAS,2019-10-02T00:00:00.000,36,4DSD,AUDI,V,0,0,0,0E-8,,0,0,0,,,1127A,,QN,,,EB NORTHERN BLVD @ 6,0TH ST,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4665453238,JHZ6218,NY,PAS,2019-09-05T00:00:00.000,36,SUBN,JEEP,V,0,0,0,0E-8,,0,0,0,,,0835P,,BK,,,EB SHORE BLVD @ GIRA,RD ST,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8769903700,UNY7495,VA,PAS,2019-09-04T00:00:00.000,20,4DSD,ME/BE,T,24040,18140,51090,20190988.0,103,103,103,366442,T402,G,0141P,,Q,F,90-40,160th St,,0,408,J6,,YYYYYYY,,,WHITE,,0,,0,12,,,,
8623433531,80282MM,NY,COM,2019-08-02T00:00:00.000,53,VAN,FORD,T,10010,18510,18530,88880088.0,0019,19,19,370316,T103,T,0405P,,NY,F,1461,1st Ave,,0,408,F1,,YYYYYYY,,,BROWN,,2019,,0,10,,,,
8742587669,JLG3949,NY,PAS,2019-09-05T00:00:00.000,16,SUBN,TOYOT,T,31190,37390,37410,20191011.0,0034,34,34,365332,T103,M,0215P,,NY,F,1450,St Nicholas Ave,,0,408,F1,, YYYYY,0830A,0400P,WHITE,,2019,,0,Q,,,,
8777403848,FEZ5596,NY,PAS,2019-09-22T00:00:00.000,14,SUBN,HONDA,T,20110,81330,18950,20210624.0,0084,84,84,368610,T301,S,1055A,,K,F,66,Boerum Pl,,0,408,C,,YYYYYYY,,,BK,,2018,,0,SPCL,,,,
1453638933,BTC4504,NY,PAS,2019-10-07T00:00:00.000,17,SDN,INFIN,S,41730,8930,34930,20200606.0,0069,69,0,588739,KS18,0000,0848A,,K,O,105-01,FOSTER AVE,,0,408,K4,,BBBBBBB,ALL,ALL,BL,0,2006,-,0,,,,,
4011973397,JET2392,NY,PAS,2019-09-05T00:00:00.000,5,2DSD,HONDA,V,0,0,0,0E-8,,0,0,0,,,0541P,,BX,,,NB WEBSTER AVE @ CLA,REMONT PKWY,0,1111,C,T,,,,RD,,1997,,0,,BUS LANE VIOLATION,,,
4661960981,JCX8305,NY,PAS,2019-08-08T00:00:00.000,36,2DSD,FORD,V,0,0,0,0E-8,,0,0,0,,,0652P,,BX,,,NB BEDFORD PARK BLVD, @ MARION AVE,0,1180,B,T,,,,GR,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8747921456,JDR3726,NY,PAS,2019-07-27T00:00:00.000,31,SUBN,NISSA,T,15640,35780,8890,20201118.0,115,115,115,362541,T401,R,0149P,,Q,F,37-27,74th St,,0,408,I3,, YYYYYY,0800A,0700P,GY,,2019,,0,51-P,,,,
8724029890,Y87LKW,NJ,PAS,2019-08-02T00:00:00.000,21,SUBN,ME/BE,T,18510,45590,16400,88880088.0,0019,19,19,359608,T103,HH,0910A,,NY,F,520,E 76th St,,0,408,D1,,  Y  Y,0900A,1030A,SILVE,,0,,0,02,,,,
1459300210,OXZ7114,99,999,2019-07-02T00:00:00.000,79,,,P,34610,10810,10910,20200228.0,0014,14,406,892709,0406,0000,1027A,,,,327,W 42 ST,,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
8737945014,AMC5810,NY,PAS,2019-10-23T00:00:00.000,20,SUBN,HONDA,T,30790,32590,31990,20210405.0,0001,1,1,367398,T101,D,0928A,,NY,F,187,Spring St,,0,408,D,, YYYYY,0800A,0600P,WH,,2006,,0,47,,,,
1454489443,T730467C,NY,OMT,2019-07-30T00:00:00.000,98,SDN,NISSA,P,31330,12330,26330,20191231.0,0066,66,60,963750,0060,0000,0118A,,K,F,102,DAHILL RD,,0,408,F2,,BBBBBBB,ALL,ALL,GR,0,2015,-,0,,,,,
8687323232,HRH9799,NY,PAS,2019-09-19T00:00:00.000,37,PICK,DODGE,T,10210,17510,17530,20210430.0,0013,13,13,369649,T102,M,0142P,1027A,NY,F,369,3rd Ave,,0,408,J2,, YYYYYY,0800A,1000P,WH,,2017,,0,10,,,,
4667666780,HTV1370,NY,PAS,2019-10-02T00:00:00.000,36,SUBN,TOYOT,V,0,0,0,0E-8,,0,0,0,,,0951A,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0,1180,B,T,,,,BL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5108016517,JBH4254,NY,PAS,2019-08-26T00:00:00.000,7,SUBN,LEXUS,V,0,0,0,0E-8,,0,0,0,,,1228P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,BL,,2018,,0,,FAILURE TO STOP AT RED LIGHT,,,
8746227556,73676PC,NY,APP,2019-09-20T00:00:00.000,69,VAN,FRUEH,T,11710,35370,35390,20200229.0,0020,20,20,359632,T103,K,1046A,,NY,F,424,Amsterdam Ave,,0,408,H1,, YYYYYY,0700A,0100P,RD,,2017,,0,14,,,,
8739236729,60302MD,NY,COM,2019-10-18T00:00:00.000,46,VAN,FRUEH,T,8140,0,28020,88880088.0,114,114,114,366456,T401,E,1213P,,Q,F,22-26,31st St,,0,408,I4,,YYYYYYY,,,BROWN,,2014,,0,35-A,,,,
4665318037,HJL7989,NY,PAS,2019-09-06T00:00:00.000,36,4DSD,HYUND,V,0,0,0,0E-8,,0,0,0,,,0704P,,BK,,,WB LINDEN BLVD @ LIN,COLN AVE,0,1180,B,T,,,,GY,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4665365428,74407MK,NY,COM,2019-09-05T00:00:00.000,36,DUMP,KENWO,V,0,0,0,0E-8,,0,0,0,,,0736A,,BK,,,NB CROPSEY AVE @ 25T,H AVE,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8514798686,HAP8729,NY,PAS,2019-08-18T00:00:00.000,70,SUBN,AUDI,T,36390,24690,10610,20190802.0,0028,28,28,356191,T103,X,0923A,,NY,F,141,W 131st St,,0,408,D,,YYYYYYY,,,BK,,2018,,0,20,,,,
4657906161,HKM4843,NY,PAS,2019-06-25T00:00:00.000,36,SUBN,NISSA,V,0,0,0,0E-8,,0,0,0,,,1149A,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,BL,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8763561542,37532JV,NY,COM,2019-09-10T00:00:00.000,46,VAN,FORD,T,10010,18470,18490,20201130.0,0019,19,19,363062,T103,O,0924A,,NY,F,1433,1st Ave,,0,408,I4,,YYYYYYY,,,WH,,2006,,0,26,,,,
8771053750,L16KTD,NJ,PAS,2019-08-09T00:00:00.000,21,SUBN,JEEP,T,8830,5430,5580,88880088.0,0072,72,72,333002,T302,Y,0957A,,K,F,458,45th St,,0,408,E2,,     Y,0930A,1100A,GREY,,0,,0,CC1,,,,
8754023877,FMM9073,NC,PAS,2019-09-06T00:00:00.000,14,SUBN,JEEP,T,24290,0,0,20200488.0,103,103,103,369623,T402,H,0130P,,Q,I,E,165th St,5ft S/of Jamaica Ave,0,408,K2,,YYYYYYY,,,WHITE,,0,,0,19,,,,
4663658933,HPA7652,NY,PAS,2019-08-20T00:00:00.000,36,4DSD,SUBAR,V,0,10910,0,0E-8,,0,0,0,,,1232P,,QN,,,WB MERRICK BLVD @ 10,9TH AVE,0,1180,B,T,,,,GR,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8727545052,55051MB,NY,COM,2019-10-15T00:00:00.000,14,VAN,FRUEH,T,17910,0,0,88880088.0,0018,18,18,363141,T106,M,1124A,,NY,I,N,E 46th St,100ft E/of 5th Ave,0,408,C,, YYYYY,0700A,0600P,BROWN,,2012,,0,14,,,,
8751709399,T777614C,NY,OMT,2019-07-05T00:00:00.000,21,SUBN,INFIN,T,10730,5580,5680,20190831.0,0068,68,68,368471,T302,H,1211P,,K,F,506,83rd St,,0,408,D1,,     Y,1130A,0100P,WH,,2013,,0,21,,,,
8742275040,JML2472,NY,PAS,2019-10-12T00:00:00.000,17,4DSD,HYUND,T,24290,0,0,20210930.0,103,103,103,367912,T402,J,1235P,,Q,I,E,165th St,75ft N/of Archer Ave,0,408,B,,YYYYYYY,,,BL,,2017,,0,42,,,,
8747376570,GNX647,VT,PAS,2019-09-07T00:00:00.000,21,SUBN,JEEP,T,23390,17330,17350,88880088.0,0013,13,13,368918,T102,F,0820A,,NY,F,61,Irving Pl,,0,408,D,, YYYYYY,0800A,0830A,BLACK,,0,,0,06,,,,
8788755370,34296ML,NY,COM,2019-10-24T00:00:00.000,73,VAN,FRUEH,T,9990,5640,5690,88880088.0,108,108,108,365330,T401,V,0251P,,Q,F,10-23,44th Dr,,0,408,J3,,YYYYYYY,,,WHITE,,0,,0,I,,,,
4664272261,FHZ3126,NY,PAS,2019-08-28T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0E-8,,0,0,0,,,0723A,,BX,,,EB LAFAYETTE AVE @ N,OBLE AVE,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8686982232,2651887,IN,PAS,2019-08-13T00:00:00.000,84,REFG,INTER,T,34750,10510,10610,88880088.0,0018,18,18,367945,T106,N,0139P,,NY,F,148,W 49th St,,0,408,L2,,YYYYYYY,,,WHITE,,0,,0,14,,,,
8581381170,JJT7274,NY,PAS,2019-10-22T00:00:00.000,37,4DSD,NISSA,T,24040,0,0,20210912.0,103,103,103,366573,T402,F,0158P,1239P,Q,I,W,160th St,135ft S/of Jamaica A,0,408,B,, YYYYYY,0900A,0700P,GY,,2009,,0,18,,,,
8758009164,68042MJ,NY,COM,2019-09-24T00:00:00.000,19,REFG,HIN,T,10210,17750,17770,20200131.0,0017,17,17,355450,T106,B,1028A,,NY,F,581,3rd Ave,,0,408,H1,,YYYYYYY,,,WH,,2019,,0,01,,,,
4665822165,56568MK,NY,COM,2019-09-12T00:00:00.000,36,VAN,FORD,V,0,0,0,0E-8,,0,0,0,,,1043A,,BK,,,WB ATLANTIC AVE @ CL,ERMONT AVE,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8772759100,51297ML,NY,COM,2019-09-09T00:00:00.000,71,TANK,ISUZU,T,18890,11440,11840,20190630.0,110,110,110,366464,T401,V,0221P,,Q,O,55-48,96th St,,0,408,J3,,YYYYYYY,,,WH,,2003,,0,N,,,,
8735207188,21447JY,NY,COM,2019-06-26T00:00:00.000,69,PICK,FORD,T,34350,10610,10810,20190930.0,0014,14,14,345115,T102,B,0817A,,NY,O,254,W 29th St,,0,408,H1,, YYYYY,0800A,0700P,WH,,2009,,0,09,,,,
8752733890,JGL3521,NY,PAS,2019-08-22T00:00:00.000,20,4DSD,BMW,T,36670,10610,10810,20210407.0,0032,32,32,354084,T103,L,0911P,,NY,F,262,W 145th St,,0,408,C3,,YYYYYYY,,,BK,,2012,,0,K,,,,
8777818131,HXK3363,NY,PAS,2019-10-01T00:00:00.000,19,SUBN,DODGE,T,91530,0,0,20200312.0,0060,60,60,352956,T302,L,0708A,,K,I,E,W 23rd St,75ft N/of Surf Ave,0,408,C3,,YYYYYYY,,,GY,,2014,,0,W,,,,
4665904637,GTT8872,NY,PAS,2019-09-13T00:00:00.000,36,4DSD,LEXUS,V,0,0,0,0E-8,,0,0,0,,,0902A,,BK,,,SB CONEY ISLAND AVE,@ DESMOND CT,0,1180,B,T,,,,BL,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8756807831,JFJ2003,NY,PAS,2019-07-05T00:00:00.000,38,4DSD,CHRYS,T,35730,77030,39350,20210311.0,0061,61,61,353177,T802,B,0906P,,K,F,2807,E 21st St,,0,408,I4,, YYYYYY,0900A,1000P,WH,,2014,,0,A,,,,
8696396601,5M61R2,TN,PAS,2019-07-25T00:00:00.000,21,4DSD,TOYOT,T,70620,52420,75370,20190788.0,0046,46,46,363104,T201,A,1201P,,BX,O,1910,University Ave,,0,408,D1,, Y  Y,1130A,0100P,WHITE,,0,,0,14,,,,
8651143874,JJS3400,NY,PAS,2019-09-05T00:00:00.000,46,4DSD,TOYOT,T,30220,40404,40404,20210730.0,0047,47,47,365329,T201,R,0434P,,BX,F,3762,Edson Ave,,0,408,C3,,YYYYYYY,,,LTG,,2006,,0,47,,,,
8512790684,HVZ6749,NY,PAS,2019-08-16T00:00:00.000,38,2DSD,FIAT,T,13610,11310,37630,20191204.0,0034,34,34,370277,T103,N,0138P,,NY,F,4846,Broadway,,0,408,I4,, YYYYYY,0900A,0700P,GY,,2012,,0,67,,,,
8746228548,15052ML,NY,COM,2019-09-24T00:00:00.000,38,DELV,CHEVR,T,11710,36090,36130,20200731.0,0026,26,26,359632,T103,K,1250P,,NY,O,1151,Amsterdam Ave,,0,408,I4,, YYYYYY,0830A,0700P,WH,,2017,,0,42,,,,
8608562790,JEJ2130,NY,PAS,2019-06-28T00:00:00.000,38,SUBN,SUBAR,T,14920,71620,75125,20201212.0,0050,50,50,355281,T801,A,0934P,,BX,O,5915,Broadway,,0,408,I4,, YYYYY,0800A,1000P,WH,,2019,,0,I,,,,
8726524600,HLM7325,NY,PAS,2019-07-19T00:00:00.000,21,4DSD,LEXUS,T,23140,17790,18040,20200829.0,103,103,103,367971,T402,A,0807A,,Q,F,88-09,148th St,,0,408,D1,, YYYYYY,0800A,0830A,BK,,2013,,0,17,,,,
8780950152,JCF2874,NY,PAS,2019-07-22T00:00:00.000,50,SUBN,TOYOT,T,0,0,0,20200831.0,0076,76,76,370324,T302,T,0155P,,K,I,W,Court St,0ft S/of Hamilton Av,0,408,C,,YYYYYYY,,,WH,,2013,,0,C1,,,,
8568914731,GEN4376,NY,PAS,2019-06-28T00:00:00.000,20,SUBN,TOYOT,T,35030,16400,44990,20200521.0,0020,20,20,331825,T108,G,0808P,,NY,F,235,W 63rd St,,0,408,F1,,YYYYYYY,,,WH,,2015,,0,07,,,,
8711149796,JDP6082,NY,PAS,2019-07-05T00:00:00.000,37,SUBN,HONDA,T,27780,0,0,20210523.0,0052,52,52,361339,T201,E,0304P,1211P,BX,I,S,E 205th St,12ft E/of Bainbridge,0,408,F1,, YYYYYY,0900A,0700P,RD,,2007,,0,55,,,,
4011983664,H90KUS,NJ,PAS,2019-09-06T00:00:00.000,5,4 DR,LINCO,V,0,0,0,0E-8,,0,0,0,,,0658P,,MN,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BLK.,,2003,,0,,BUS LANE VIOLATION,,,
8753351204,24568MN,NY,COM,2019-10-15T00:00:00.000,74,VAN,,T,27270,22320,59520,20200930.0,0048,48,48,365835,T201,G,1028A,,BX,F,737,E 187th St,,0,408,I4,,YYYYYYY,,,WH,,2011,,0,58,,,,
8700798320,JFN9833,NY,OMS,2019-08-02T00:00:00.000,21,4DSD,NISSA,T,8830,6780,6880,20190930.0,0066,66,66,365916,T302,F,0944A,,K,F,1716,45th St,,0,408,D1,,     Y,0930A,1100A,BL,,2019,,0,01,,,,
8583559636,FPF9555,NY,PAS,2019-10-04T00:00:00.000,40,SUBN,TOYOT,T,59290,39595,61470,20210715.0,109,109,109,348588,T740,G,0528P,,Q,F,132-37,Pople Ave,,0,408,C,,YYYYYYY,,,GY,,2011,,5,07,,,,
8768570417,HFJ4448,NY,PAS,2019-10-15T00:00:00.000,50,4DSD,FORD,T,49720,28830,28860,20200521.0,0047,47,47,330450,T801,A,0124A,,BX,O,4601,Matilda Ave,,0,408,E2,,YYYYYYY,,,GY,,2008,,0,F,,,,
